word,count,doc_count,idf
upward,5.0,5,5.991464547107982
backfire,6.0,5,5.991464547107982
rave,7.0,5,5.991464547107982
empower,7.0,5,5.991464547107982
colonel,5.0,5,5.991464547107982
raucous,5.0,5,5.991464547107982
irregularity,6.0,5,5.991464547107982
employing,5.0,5,5.991464547107982
matteo,8.0,5,5.991464547107982
broker,5.0,5,5.991464547107982
unaccounted,5.0,5,5.991464547107982
alison,6.0,5,5.991464547107982
back-to-back,7.0,5,5.991464547107982
sourced,5.0,5,5.991464547107982
limbaugh,12.0,5,5.991464547107982
soundtrack,6.0,5,5.991464547107982
terribly,5.0,5,5.991464547107982
gerry,10.0,5,5.991464547107982
geographic,6.0,5,5.991464547107982
terrific,5.0,5,5.991464547107982
upsetting,5.0,5,5.991464547107982
signaled,5.0,5,5.991464547107982
spam,13.0,5,5.991464547107982
9-year-old,6.0,5,5.991464547107982
brighter,5.0,5,5.991464547107982
hiv/aids,9.0,5,5.991464547107982
ho,6.0,5,5.991464547107982
descend,6.0,5,5.991464547107982
brightest,5.0,5,5.991464547107982
combing,5.0,5,5.991464547107982
bader,5.0,5,5.991464547107982
malta,7.0,5,5.991464547107982
schoolchildren,5.0,5,5.991464547107982
bacterial,6.0,5,5.991464547107982
algae,5.0,5,5.991464547107982
schoolteacher,6.0,5,5.991464547107982
40th,5.0,5,5.991464547107982
filthy,6.0,5,5.991464547107982
parted,5.0,5,5.991464547107982
22nd,5.0,5,5.991464547107982
carmen,8.0,5,5.991464547107982
likelihood,8.0,5,5.991464547107982
freeman,6.0,5,5.991464547107982
emulate,5.0,5,5.991464547107982
helper,5.0,5,5.991464547107982
ghetto,5.0,5,5.991464547107982
fidelity,5.0,5,5.991464547107982
siding,5.0,5,5.991464547107982
texture,9.0,5,5.991464547107982
brag,5.0,5,5.991464547107982
"45,000",5.0,5,5.991464547107982
190,6.0,5,5.991464547107982
19.,5.0,5,5.991464547107982
sidner,5.0,5,5.991464547107982
tooth,5.0,5,5.991464547107982
doubted,7.0,5,5.991464547107982
jakarta,10.0,5,5.991464547107982
brainchild,5.0,5,5.991464547107982
comprises,5.0,5,5.991464547107982
ensued,5.0,5,5.991464547107982
hesitate,5.0,5,5.991464547107982
ferrer,6.0,5,5.991464547107982
apartheid,8.0,5,5.991464547107982
ferrying,5.0,5,5.991464547107982
enrollment,5.0,5,5.991464547107982
proactive,7.0,5,5.991464547107982
demo,7.0,5,5.991464547107982
prankster,5.0,5,5.991464547107982
ginsburg,5.0,5,5.991464547107982
leverkusen,9.0,5,5.991464547107982
recreational,8.0,5,5.991464547107982
inhabitant,5.0,5,5.991464547107982
trickled,5.0,5,5.991464547107982
spotting,6.0,5,5.991464547107982
carrot,5.0,5,5.991464547107982
jankovic,11.0,5,5.991464547107982
concierge,5.0,5,5.991464547107982
glance,6.0,5,5.991464547107982
jamming,10.0,5,5.991464547107982
recurrence,5.0,5,5.991464547107982
hence,5.0,5,5.991464547107982
bozorgmehr,5.0,5,5.991464547107982
painkiller,6.0,5,5.991464547107982
spurring,5.0,5,5.991464547107982
herald,6.0,5,5.991464547107982
arraigned,6.0,5,5.991464547107982
arraignment,5.0,5,5.991464547107982
bracelet,5.0,5,5.991464547107982
bracing,6.0,5,5.991464547107982
unenviable,5.0,5,5.991464547107982
enters,5.0,5,5.991464547107982
ferdinand,17.0,5,5.991464547107982
hereby,5.0,5,5.991464547107982
doubtful,6.0,5,5.991464547107982
jamal,11.0,5,5.991464547107982
herman,6.0,5,5.991464547107982
spraying,6.0,5,5.991464547107982
upbringing,6.0,5,5.991464547107982
iv,6.0,5,5.991464547107982
morphed,5.0,5,5.991464547107982
democratically,6.0,5,5.991464547107982
upload,5.0,5,5.991464547107982
bravo,5.0,5,5.991464547107982
enhancing,6.0,5,5.991464547107982
spilled,7.0,5,5.991464547107982
champagne,6.0,5,5.991464547107982
toppling,5.0,5,5.991464547107982
highest-ranking,6.0,5,5.991464547107982
receiver,5.0,5,5.991464547107982
liaison,6.0,5,5.991464547107982
spewing,6.0,5,5.991464547107982
highland,7.0,5,5.991464547107982
fiancee,7.0,5,5.991464547107982
al-zawahiri,12.0,5,5.991464547107982
highness,5.0,5,5.991464547107982
spelled,5.0,5,5.991464547107982
liberate,5.0,5,5.991464547107982
pragmatic,6.0,5,5.991464547107982
alain,7.0,5,5.991464547107982
"160,000",6.0,5,5.991464547107982
hijacking,9.0,5,5.991464547107982
departed,5.0,5,5.991464547107982
papa,18.0,5,5.991464547107982
departing,5.0,5,5.991464547107982
topping,5.0,5,5.991464547107982
sherlock,9.0,5,5.991464547107982
champ,6.0,5,5.991464547107982
fetch,7.0,5,5.991464547107982
top-ranked,5.0,5,5.991464547107982
branded,5.0,5,5.991464547107982
demolished,7.0,5,5.991464547107982
unconventional,5.0,5,5.991464547107982
demonic,5.0,5,5.991464547107982
levin,7.0,5,5.991464547107982
recognizable,6.0,5,5.991464547107982
hideout,8.0,5,5.991464547107982
90-minute,6.0,5,5.991464547107982
yen,11.0,5,5.991464547107982
3.1,6.0,5,5.991464547107982
incompetence,6.0,5,5.991464547107982
reclaimed,5.0,5,5.991464547107982
sasha,6.0,5,5.991464547107982
morgue,6.0,5,5.991464547107982
enlisted,5.0,5,5.991464547107982
lexington,11.0,5,5.991464547107982
festive,5.0,5,5.991464547107982
morally,5.0,5,5.991464547107982
mastermind,6.0,5,5.991464547107982
complacent,5.0,5,5.991464547107982
morality,5.0,5,5.991464547107982
uplifting,6.0,5,5.991464547107982
feud,5.0,5,5.991464547107982
fashioned,6.0,5,5.991464547107982
outfitted,5.0,5,5.991464547107982
unequal,7.0,5,5.991464547107982
kenny,9.0,5,5.991464547107982
kenneth,6.0,5,5.991464547107982
odor,6.0,5,5.991464547107982
fabio,6.0,5,5.991464547107982
grill,5.0,5,5.991464547107982
restless,5.0,5,5.991464547107982
hadi,9.0,5,5.991464547107982
off-duty,6.0,5,5.991464547107982
shorten,5.0,5,5.991464547107982
no.1,7.0,5,5.991464547107982
stumbling,6.0,5,5.991464547107982
grieve,5.0,5,5.991464547107982
stumble,5.0,5,5.991464547107982
cowardly,7.0,5,5.991464547107982
fabius,7.0,5,5.991464547107982
weaken,5.0,5,5.991464547107982
fostering,7.0,5,5.991464547107982
thumb,6.0,5,5.991464547107982
exemption,7.0,5,5.991464547107982
thunder,6.0,5,5.991464547107982
unlock,7.0,5,5.991464547107982
prey,7.0,5,5.991464547107982
unleashing,5.0,5,5.991464547107982
belly,7.0,5,5.991464547107982
inferior,5.0,5,5.991464547107982
nolan,5.0,5,5.991464547107982
1-year-old,5.0,5,5.991464547107982
f-16,5.0,5,5.991464547107982
unnecessarily,5.0,5,5.991464547107982
roadway,7.0,5,5.991464547107982
biker,7.0,5,5.991464547107982
10-month,5.0,5,5.991464547107982
grit,6.0,5,5.991464547107982
subcontinent,5.0,5,5.991464547107982
craigslist,7.0,5,5.991464547107982
versa,5.0,5,5.991464547107982
roamed,5.0,5,5.991464547107982
restricts,5.0,5,5.991464547107982
roaring,5.0,5,5.991464547107982
crafted,5.0,5,5.991464547107982
accuser,9.0,5,5.991464547107982
7:30,5.0,5,5.991464547107982
billboard,6.0,5,5.991464547107982
robben,11.0,5,5.991464547107982
billing,6.0,5,5.991464547107982
approving,5.0,5,5.991464547107982
nominates,5.0,5,5.991464547107982
throwback,5.0,5,5.991464547107982
habib,5.0,5,5.991464547107982
fouled,5.0,5,5.991464547107982
sturdy,5.0,5,5.991464547107982
occupational,5.0,5,5.991464547107982
couture,6.0,5,5.991464547107982
executing,5.0,5,5.991464547107982
dread,6.0,5,5.991464547107982
exchanging,5.0,5,5.991464547107982
beheading,7.0,5,5.991464547107982
nigel,5.0,5,5.991464547107982
apprehended,5.0,5,5.991464547107982
nidal,5.0,5,5.991464547107982
bitterly,5.0,5,5.991464547107982
bitterness,6.0,5,5.991464547107982
infighting,6.0,5,5.991464547107982
mapping,9.0,5,5.991464547107982
zimbabwean,9.0,5,5.991464547107982
reshape,5.0,5,5.991464547107982
shrugged,5.0,5,5.991464547107982
reserved.this,5.0,5,5.991464547107982
exceeding,5.0,5,5.991464547107982
exceeded,5.0,5,5.991464547107982
celeb,5.0,5,5.991464547107982
black-ish,12.0,5,5.991464547107982
resent,5.0,5,5.991464547107982
omitted,5.0,5,5.991464547107982
begs,5.0,5,5.991464547107982
countdown,5.0,5,5.991464547107982
d'affaires,5.0,5,5.991464547107982
catapulted,6.0,5,5.991464547107982
biology,7.0,5,5.991464547107982
abdominal,5.0,5,5.991464547107982
greenwich,8.0,5,5.991464547107982
respectful,5.0,5,5.991464547107982
wealthiest,5.0,5,5.991464547107982
ceasefire,9.0,5,5.991464547107982
haines,6.0,5,5.991464547107982
bipolar,11.0,5,5.991464547107982
nineteen,6.0,5,5.991464547107982
haircut,6.0,5,5.991464547107982
unjustly,6.0,5,5.991464547107982
excursion,6.0,5,5.991464547107982
thwart,5.0,5,5.991464547107982
excruciating,6.0,5,5.991464547107982
unjust,5.0,5,5.991464547107982
kathryn,22.0,5,5.991464547107982
thwarted,5.0,5,5.991464547107982
rogue,6.0,5,5.991464547107982
nighttime,6.0,5,5.991464547107982
kramer,10.0,5,5.991464547107982
sultan,11.0,5,5.991464547107982
oil-rich,5.0,5,5.991464547107982
uniting,7.0,5,5.991464547107982
thirteen,7.0,5,5.991464547107982
tiananmen,6.0,5,5.991464547107982
fadel,5.0,5,5.991464547107982
vercammen,5.0,5,5.991464547107982
subdued,6.0,5,5.991464547107982
indifferent,5.0,5,5.991464547107982
accountant,6.0,5,5.991464547107982
ridge,5.0,5,5.991464547107982
absorb,5.0,5,5.991464547107982
beth,5.0,5,5.991464547107982
nutrition,11.0,5,5.991464547107982
absorbed,6.0,5,5.991464547107982
withstand,6.0,5,5.991464547107982
crisp,6.0,5,5.991464547107982
revive,6.0,5,5.991464547107982
subtly,5.0,5,5.991464547107982
prestige,5.0,5,5.991464547107982
revival,5.0,5,5.991464547107982
arch,9.0,5,5.991464547107982
three-way,5.0,5,5.991464547107982
rife,5.0,5,5.991464547107982
pressuring,5.0,5,5.991464547107982
ablaze,7.0,5,5.991464547107982
betting,5.0,5,5.991464547107982
revise,6.0,5,5.991464547107982
pretense,6.0,5,5.991464547107982
berg,8.0,5,5.991464547107982
cruising,5.0,5,5.991464547107982
individually,5.0,5,5.991464547107982
caveat,9.0,5,5.991464547107982
kilo,7.0,5,5.991464547107982
reverence,5.0,5,5.991464547107982
explores,5.0,5,5.991464547107982
1.9,7.0,5,5.991464547107982
nuclear-armed,5.0,5,5.991464547107982
ricardo,10.0,5,5.991464547107982
watergate,17.0,5,5.991464547107982
four-day,5.0,5,5.991464547107982
1993.,5.0,5,5.991464547107982
guantanamo,23.0,5,5.991464547107982
bernardino,19.0,5,5.991464547107982
rhodes,5.0,5,5.991464547107982
1994.,5.0,5,5.991464547107982
nun,9.0,5,5.991464547107982
kinect,6.0,5,5.991464547107982
unravel,5.0,5,5.991464547107982
three-hour,6.0,5,5.991464547107982
exporting,6.0,5,5.991464547107982
exporter,6.0,5,5.991464547107982
critique,6.0,5,5.991464547107982
berlusconi,7.0,5,5.991464547107982
sucking,5.0,5,5.991464547107982
best-known,6.0,5,5.991464547107982
guaranteeing,5.0,5,5.991464547107982
rewritten,5.0,5,5.991464547107982
ricky,5.0,5,5.991464547107982
bestowed,5.0,5,5.991464547107982
bering,5.0,5,5.991464547107982
suez,11.0,5,5.991464547107982
expires,5.0,5,5.991464547107982
expire,8.0,5,5.991464547107982
benfica,7.0,5,5.991464547107982
norton,7.0,5,5.991464547107982
fourth-placed,5.0,5,5.991464547107982
retiree,5.0,5,5.991464547107982
grossly,6.0,5,5.991464547107982
bidder,7.0,5,5.991464547107982
csi,9.0,5,5.991464547107982
shorthand,6.0,5,5.991464547107982
beneficial,5.0,5,5.991464547107982
accolade,5.0,5,5.991464547107982
zombie,25.0,5,5.991464547107982
retention,5.0,5,5.991464547107982
kharkiv,9.0,5,5.991464547107982
warranted,5.0,5,5.991464547107982
vernon,10.0,5,5.991464547107982
10-hour,7.0,5,5.991464547107982
normalcy,5.0,5,5.991464547107982
subjective,5.0,5,5.991464547107982
obstructing,5.0,5,5.991464547107982
groove,5.0,5,5.991464547107982
gushing,5.0,5,5.991464547107982
khadder,5.0,5,5.991464547107982
nonsense,6.0,5,5.991464547107982
benigno,5.0,5,5.991464547107982
accessed,7.0,5,5.991464547107982
benin,10.0,5,5.991464547107982
bible,7.0,5,5.991464547107982
oasis,5.0,5,5.991464547107982
withholding,5.0,5,5.991464547107982
guild,15.0,5,5.991464547107982
fourteen,6.0,5,5.991464547107982
kidney,6.0,5,5.991464547107982
crusader,6.0,5,5.991464547107982
indiscriminately,5.0,5,5.991464547107982
obey,6.0,5,5.991464547107982
ripley,16.0,5,5.991464547107982
retweeted,6.0,5,5.991464547107982
pretrial,7.0,5,5.991464547107982
sumptuous,7.0,5,5.991464547107982
ripping,6.0,5,5.991464547107982
'70s,6.0,5,5.991464547107982
withheld,6.0,5,5.991464547107982
accelerated,6.0,5,5.991464547107982
notch,5.0,5,5.991464547107982
nostalgia,6.0,5,5.991464547107982
thrashed,6.0,5,5.991464547107982
thrash,5.0,5,5.991464547107982
subscriber,5.0,5,5.991464547107982
norwich,11.0,5,5.991464547107982
indirect,5.0,5,5.991464547107982
retrial,9.0,5,5.991464547107982
wizard,9.0,5,5.991464547107982
aftershock,7.0,5,5.991464547107982
resemble,5.0,5,5.991464547107982
resemblance,6.0,5,5.991464547107982
graeme,6.0,5,5.991464547107982
renovated,5.0,5,5.991464547107982
unseen,5.0,5,5.991464547107982
lash,5.0,5,5.991464547107982
nasser,5.0,5,5.991464547107982
stocking,6.0,5,5.991464547107982
stockholm,12.0,5,5.991464547107982
renewal,5.0,5,5.991464547107982
influenza,14.0,5,5.991464547107982
ruby,7.0,5,5.991464547107982
censor,11.0,5,5.991464547107982
ossetia,13.0,5,5.991464547107982
afar,9.0,5,5.991464547107982
eternal,5.0,5,5.991464547107982
forrest,10.0,5,5.991464547107982
converting,5.0,5,5.991464547107982
stirring,5.0,5,5.991464547107982
hardest-hit,5.0,5,5.991464547107982
etched,5.0,5,5.991464547107982
etc.,5.0,5,5.991464547107982
6-4.,5.0,5,5.991464547107982
affection,6.0,5,5.991464547107982
day-to-day,5.0,5,5.991464547107982
unseeded,6.0,5,5.991464547107982
etc,5.0,5,5.991464547107982
renovation,10.0,5,5.991464547107982
blurred,5.0,5,5.991464547107982
copied,5.0,5,5.991464547107982
5-0,7.0,5,5.991464547107982
advertisement,10.0,5,5.991464547107982
zarif,13.0,5,5.991464547107982
31.,5.0,5,5.991464547107982
repealed,5.0,5,5.991464547107982
lanza,48.0,5,5.991464547107982
superheroes,6.0,5,5.991464547107982
naturalized,8.0,5,5.991464547107982
arid,5.0,5,5.991464547107982
dashboard,7.0,5,5.991464547107982
advocated,5.0,5,5.991464547107982
originating,5.0,5,5.991464547107982
royalty,9.0,5,5.991464547107982
harassed,5.0,5,5.991464547107982
unseasonably,5.0,5,5.991464547107982
eto,8.0,5,5.991464547107982
reopened,5.0,5,5.991464547107982
rub,5.0,5,5.991464547107982
blunder,5.0,5,5.991464547107982
lars,6.0,5,5.991464547107982
orphaned,5.0,5,5.991464547107982
cooked,9.0,5,5.991464547107982
rubin,9.0,5,5.991464547107982
adversely,5.0,5,5.991464547107982
tinkering,5.0,5,5.991464547107982
boateng,11.0,5,5.991464547107982
establishes,5.0,5,5.991464547107982
mythical,6.0,5,5.991464547107982
bodyguard,9.0,5,5.991464547107982
contour,5.0,5,5.991464547107982
gotham,5.0,5,5.991464547107982
center-right,5.0,5,5.991464547107982
walid,8.0,5,5.991464547107982
sounding,5.0,5,5.991464547107982
continuously,5.0,5,5.991464547107982
fascinated,7.0,5,5.991464547107982
gossip,6.0,5,5.991464547107982
unspeakable,5.0,5,5.991464547107982
basu,5.0,5,5.991464547107982
frankfurt,10.0,5,5.991464547107982
debilitating,6.0,5,5.991464547107982
relocating,5.0,5,5.991464547107982
witch,7.0,5,5.991464547107982
myspace,6.0,5,5.991464547107982
then-girlfriend,6.0,5,5.991464547107982
outlaw,5.0,5,5.991464547107982
fascist,10.0,5,5.991464547107982
unequivocally,6.0,5,5.991464547107982
contested,7.0,5,5.991464547107982
batch,5.0,5,5.991464547107982
shutter,7.0,5,5.991464547107982
outdated,5.0,5,5.991464547107982
remake,16.0,5,5.991464547107982
harlem,8.0,5,5.991464547107982
convenient,5.0,5,5.991464547107982
sting,10.0,5,5.991464547107982
1945,6.0,5,5.991464547107982
controversially,5.0,5,5.991464547107982
farid,5.0,5,5.991464547107982
tipping,6.0,5,5.991464547107982
supernatural,7.0,5,5.991464547107982
shirzad,5.0,5,5.991464547107982
ounce,6.0,5,5.991464547107982
latina,19.0,5,5.991464547107982
harmless,6.0,5,5.991464547107982
affront,5.0,5,5.991464547107982
harness,6.0,5,5.991464547107982
arjen,8.0,5,5.991464547107982
sticker,9.0,5,5.991464547107982
ark,11.0,5,5.991464547107982
mantra,5.0,5,5.991464547107982
steroid,5.0,5,5.991464547107982
rundown,5.0,5,5.991464547107982
outcast,5.0,5,5.991464547107982
rupert,7.0,5,5.991464547107982
contradict,5.0,5,5.991464547107982
outcry,6.0,5,5.991464547107982
coping,6.0,5,5.991464547107982
wander,5.0,5,5.991464547107982
6-0,7.0,5,5.991464547107982
onset,5.0,5,5.991464547107982
onslaught,5.0,5,5.991464547107982
bedside,8.0,5,5.991464547107982
blasting,5.0,5,5.991464547107982
adhering,5.0,5,5.991464547107982
"1,700",5.0,5,5.991464547107982
daisy,5.0,5,5.991464547107982
blazing,5.0,5,5.991464547107982
kagan,6.0,5,5.991464547107982
webber,14.0,5,5.991464547107982
laborer,6.0,5,5.991464547107982
evoke,5.0,5,5.991464547107982
reprieve,5.0,5,5.991464547107982
repressive,8.0,5,5.991464547107982
shuffled,5.0,5,5.991464547107982
uninhabited,6.0,5,5.991464547107982
adjourned,5.0,5,5.991464547107982
evin,6.0,5,5.991464547107982
blending,6.0,5,5.991464547107982
gravitas,5.0,5,5.991464547107982
handball,5.0,5,5.991464547107982
maple,10.0,5,5.991464547107982
adjusted,5.0,5,5.991464547107982
adhere,6.0,5,5.991464547107982
'are,5.0,5,5.991464547107982
sunglass,5.0,5,5.991464547107982
2.4,6.0,5,5.991464547107982
tampering,7.0,5,5.991464547107982
romanian,9.0,5,5.991464547107982
unreliable,5.0,5,5.991464547107982
kara,5.0,5,5.991464547107982
fairytale,5.0,5,5.991464547107982
cough,12.0,5,5.991464547107982
third-degree,6.0,5,5.991464547107982
d-new,5.0,5,5.991464547107982
thinner,5.0,5,5.991464547107982
ex-wife,8.0,5,5.991464547107982
stretcher,6.0,5,5.991464547107982
drawback,5.0,5,5.991464547107982
kuo,5.0,5,5.991464547107982
cottage,13.0,5,5.991464547107982
greatness,5.0,5,5.991464547107982
beet,5.0,5,5.991464547107982
kanye,16.0,5,5.991464547107982
celebratory,5.0,5,5.991464547107982
neurology,8.0,5,5.991464547107982
kurt,6.0,5,5.991464547107982
kwon,5.0,5,5.991464547107982
kyung,7.0,5,5.991464547107982
onetime,6.0,5,5.991464547107982
onion,8.0,5,5.991464547107982
rotation,9.0,5,5.991464547107982
2.9,5.0,5,5.991464547107982
famine,6.0,5,5.991464547107982
corker,8.0,5,5.991464547107982
landau,5.0,5,5.991464547107982
adorned,5.0,5,5.991464547107982
orchestra,11.0,5,5.991464547107982
storming,5.0,5,5.991464547107982
orchestrated,5.0,5,5.991464547107982
orchestrating,5.0,5,5.991464547107982
evade,6.0,5,5.991464547107982
neatly,6.0,5,5.991464547107982
report.an,5.0,5,5.991464547107982
aback,5.0,5,5.991464547107982
applicant,10.0,5,5.991464547107982
nearing,5.0,5,5.991464547107982
104,5.0,5,5.991464547107982
1956,5.0,5,5.991464547107982
cellphone,5.0,5,5.991464547107982
eva,6.0,5,5.991464547107982
adulthood,5.0,5,5.991464547107982
granderson,13.0,5,5.991464547107982
ab,14.0,5,5.991464547107982
super-rich,5.0,5,5.991464547107982
prefers,5.0,5,5.991464547107982
replay,5.0,5,5.991464547107982
roundly,5.0,5,5.991464547107982
hanged,6.0,5,5.991464547107982
storytelling,5.0,5,5.991464547107982
taker,5.0,5,5.991464547107982
strangled,5.0,5,5.991464547107982
beck,16.0,5,5.991464547107982
corrected,5.0,5,5.991464547107982
tilt,5.0,5,5.991464547107982
martha,5.0,5,5.991464547107982
corpse,6.0,5,5.991464547107982
drummer,14.0,5,5.991464547107982
fran,8.0,5,5.991464547107982
everest,24.0,5,5.991464547107982
lah,7.0,5,5.991464547107982
lahore,12.0,5,5.991464547107982
strewn,6.0,5,5.991464547107982
wedeman,6.0,5,5.991464547107982
101,5.0,5,5.991464547107982
oprah.com,27.0,5,5.991464547107982
negatively,5.0,5,5.991464547107982
thermal,6.0,5,5.991464547107982
danced,5.0,5,5.991464547107982
fortified,7.0,5,5.991464547107982
fanatic,5.0,5,5.991464547107982
lament,5.0,5,5.991464547107982
blogging,7.0,5,5.991464547107982
aria,16.0,5,5.991464547107982
handy,5.0,5,5.991464547107982
handover,8.0,5,5.991464547107982
collided,6.0,5,5.991464547107982
nude,11.0,5,5.991464547107982
pounded,5.0,5,5.991464547107982
tyrant,8.0,5,5.991464547107982
hyde,5.0,5,5.991464547107982
134,5.0,5,5.991464547107982
frequency,5.0,5,5.991464547107982
wrestled,5.0,5,5.991464547107982
135,8.0,5,5.991464547107982
i.,5.0,5,5.991464547107982
iaea,8.0,5,5.991464547107982
ejected,5.0,5,5.991464547107982
aura,5.0,5,5.991464547107982
middle-aged,7.0,5,5.991464547107982
mcdonnell,11.0,5,5.991464547107982
claude,7.0,5,5.991464547107982
amputated,6.0,5,5.991464547107982
butter,6.0,5,5.991464547107982
amputee,15.0,5,5.991464547107982
self-incrimination,5.0,5,5.991464547107982
vice-president,8.0,5,5.991464547107982
eindhoven,5.0,5,5.991464547107982
flare,7.0,5,5.991464547107982
trailed,7.0,5,5.991464547107982
longer-term,6.0,5,5.991464547107982
longed,5.0,5,5.991464547107982
logistical,5.0,5,5.991464547107982
humility,5.0,5,5.991464547107982
tyson,21.0,5,5.991464547107982
clicking,5.0,5,5.991464547107982
petersburg,5.0,5,5.991464547107982
seizing,5.0,5,5.991464547107982
vineyard,10.0,5,5.991464547107982
london-based,5.0,5,5.991464547107982
trafficked,7.0,5,5.991464547107982
classical,6.0,5,5.991464547107982
chartered,5.0,5,5.991464547107982
bush-era,8.0,5,5.991464547107982
amidst,5.0,5,5.991464547107982
elbagir,5.0,5,5.991464547107982
mainz,6.0,5,5.991464547107982
quell,5.0,5,5.991464547107982
smuggle,5.0,5,5.991464547107982
hurled,5.0,5,5.991464547107982
cardiac,5.0,5,5.991464547107982
hut,7.0,5,5.991464547107982
intervened,5.0,5,5.991464547107982
villas-boas,6.0,5,5.991464547107982
tariq,7.0,5,5.991464547107982
tarmac,6.0,5,5.991464547107982
discourse,5.0,5,5.991464547107982
discovers,5.0,5,5.991464547107982
inaction,6.0,5,5.991464547107982
caracas,9.0,5,5.991464547107982
inland,5.0,5,5.991464547107982
civilized,5.0,5,5.991464547107982
mickey,6.0,5,5.991464547107982
26th,6.0,5,5.991464547107982
projection,5.0,5,5.991464547107982
identifiable,5.0,5,5.991464547107982
mick,10.0,5,5.991464547107982
pierce,5.0,5,5.991464547107982
fuselage,9.0,5,5.991464547107982
idf,14.0,5,5.991464547107982
sen,5.0,5,5.991464547107982
foolish,6.0,5,5.991464547107982
ancelotti,14.0,5,5.991464547107982
valve,7.0,5,5.991464547107982
flicker,9.0,5,5.991464547107982
idlib,13.0,5,5.991464547107982
discriminated,5.0,5,5.991464547107982
trembling,5.0,5,5.991464547107982
claire,6.0,5,5.991464547107982
pic,5.0,5,5.991464547107982
python,8.0,5,5.991464547107982
33rd,5.0,5,5.991464547107982
intern,16.0,5,5.991464547107982
wrecked,6.0,5,5.991464547107982
gabriel,6.0,5,5.991464547107982
tuned,5.0,5,5.991464547107982
eight-day,6.0,5,5.991464547107982
audit,11.0,5,5.991464547107982
clarification,6.0,5,5.991464547107982
louise,6.0,5,5.991464547107982
"14,000",6.0,5,5.991464547107982
anaheim,8.0,5,5.991464547107982
slum,11.0,5,5.991464547107982
pushback,5.0,5,5.991464547107982
two-week,5.0,5,5.991464547107982
slows,7.0,5,5.991464547107982
louder,5.0,5,5.991464547107982
mid,5.0,5,5.991464547107982
flea,7.0,5,5.991464547107982
fledgling,5.0,5,5.991464547107982
slur,6.0,5,5.991464547107982
quincy,7.0,5,5.991464547107982
flagged,5.0,5,5.991464547107982
electorate,8.0,5,5.991464547107982
racked,6.0,5,5.991464547107982
minivan,8.0,5,5.991464547107982
postal,5.0,5,5.991464547107982
hovering,6.0,5,5.991464547107982
invaluable,5.0,5,5.991464547107982
vein,5.0,5,5.991464547107982
secrecy,7.0,5,5.991464547107982
mini,8.0,5,5.991464547107982
mineral,10.0,5,5.991464547107982
racket,9.0,5,5.991464547107982
garlic,8.0,5,5.991464547107982
tended,5.0,5,5.991464547107982
profiting,5.0,5,5.991464547107982
five-day,7.0,5,5.991464547107982
persecution,7.0,5,5.991464547107982
htc,15.0,5,5.991464547107982
perseverance,6.0,5,5.991464547107982
http,5.0,5,5.991464547107982
persisted,6.0,5,5.991464547107982
inaugural,6.0,5,5.991464547107982
widening,5.0,5,5.991464547107982
sobriety,6.0,5,5.991464547107982
lo,6.0,5,5.991464547107982
perished,6.0,5,5.991464547107982
litter,5.0,5,5.991464547107982
perfection,5.0,5,5.991464547107982
little-known,5.0,5,5.991464547107982
livelihood,6.0,5,5.991464547107982
uzbekistan,7.0,5,5.991464547107982
second-largest,6.0,5,5.991464547107982
avoids,5.0,5,5.991464547107982
performs,5.0,5,5.991464547107982
13-year-old,6.0,5,5.991464547107982
invasive,6.0,5,5.991464547107982
hour-long,6.0,5,5.991464547107982
elliott,6.0,5,5.991464547107982
elliot,12.0,5,5.991464547107982
housekeeper,7.0,5,5.991464547107982
bullied,7.0,5,5.991464547107982
tracing,6.0,5,5.991464547107982
inject,6.0,5,5.991464547107982
liz,7.0,5,5.991464547107982
maze,7.0,5,5.991464547107982
periodically,5.0,5,5.991464547107982
mayweather,23.0,5,5.991464547107982
pillar,6.0,5,5.991464547107982
lobbying,6.0,5,5.991464547107982
mimic,5.0,5,5.991464547107982
quoting,5.0,5,5.991464547107982
clipped,6.0,5,5.991464547107982
gangster,8.0,5,5.991464547107982
pervasive,7.0,5,5.991464547107982
dinosaur,22.0,5,5.991464547107982
fixing,8.0,5,5.991464547107982
pervez,5.0,5,5.991464547107982
"18,000",5.0,5,5.991464547107982
amends,5.0,5,5.991464547107982
330,6.0,5,5.991464547107982
intricate,5.0,5,5.991464547107982
majestic,5.0,5,5.991464547107982
locking,5.0,5,5.991464547107982
lodging,15.0,5,5.991464547107982
pesky,5.0,5,5.991464547107982
intolerance,5.0,5,5.991464547107982
intimidating,5.0,5,5.991464547107982
gandhi,7.0,5,5.991464547107982
mikel,10.0,5,5.991464547107982
climax,6.0,5,5.991464547107982
quits,5.0,5,5.991464547107982
persistence,5.0,5,5.991464547107982
intrigued,5.0,5,5.991464547107982
r-arizona,5.0,5,5.991464547107982
injecting,5.0,5,5.991464547107982
hu,6.0,5,5.991464547107982
tempted,5.0,5,5.991464547107982
invade,5.0,5,5.991464547107982
eligibility,5.0,5,5.991464547107982
shaun,6.0,5,5.991464547107982
u.s.-backed,5.0,5,5.991464547107982
4-3,6.0,5,5.991464547107982
intrusion,6.0,5,5.991464547107982
snowstorm,7.0,5,5.991464547107982
violator,6.0,5,5.991464547107982
dime,6.0,5,5.991464547107982
avatar,9.0,5,5.991464547107982
five-time,6.0,5,5.991464547107982
diminishing,5.0,5,5.991464547107982
